features,details,expires_at,url,price_number,business_type,latitude,longitude,city,district,category,title,description,area,year,rooms,price,price_per_meter,floor,token
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد پارکینگ"": ""۲""}",2026-08-16T15:18:50.535334,https://divar.ir/v/gaYVXEz4,9249999872,premium-panel,,,تهران,اسکندری,فروش آپارتمان,52/فول امکانات دوتا پارکینگ ۹/۲۵۰,"بنام خدا 
۵۵متری فول امکانات 
آسانسور 
پارکینگ غیر مزاحم 
انباری بالکن 
خونه خوش نقشه غرق نور 
تک بازدید خرید 
مشاوررشما خانم کیانی",۵۵,۱۳۹۵,۱,"‏۹,۲۵۰,۰۰۰,۰۰۰ تومان","‏۱۶۸,۱۸۱,۰۰۰ تومان",۳,gaYVXEz4
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-02T11:51:24.218137,https://divar.ir/v/gaeI5cis,25999998976,premium-panel,,,تهران,گیشا,فروش آپارتمان,۷۵متر دو نبش(ط۵)زوج,"⚡️دونبش طبقه۵ 
⚡️فرعی دنج زوج 
________________________
⚡️آپارتمان۷۵متری دوخواب 
⚡️دو نبش ویو دار خوش نقشه 
⚡️نورگیر دلباز تراس نورگیر 
⚡️اتاق خواب های استاندارد 
⚡️پارکینگ باکس همکف 
⚡️نما مشاعات بینظیر 
__________________________
✅مالک فروشنده ۱۰۰٪واقعی 
✅فایل ۱۰۰٪شخصی 

⭕️مشاور شما دالوندی⭕️",۷۵,۱۳۸۹,۲,"‏۲۶,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۴۶,۶۶۶,۰۰۰ تومان",۵,gaeI5cis
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-07T23:21:46.172816,https://divar.ir/v/galssUs7,28999999488,premium-panel,,,تهران,گیشا,فروش آپارتمان,۷۰متردوخواب نوسازکلید نخورده,"✔️آپارتمان ۶۷متری دوخواب
✔️نوساز  کلید نخورده لوکس 
✔️نقشه بسیار بینظیر نورگیر 
✔️بالکن و دوخواب استاندارد 
✔️کابینت نوکلاسیک AGT
✔️گرمایش سرمایش DAKT LG
✔️نما مشاعات لوکس و بینظیر 
 ✔️ورودی از لابی مجلل 
✅فایل شخصی کلید در اختیار
✅مالک فروشنده ۱۰۰٪
⚡️مشاور شما امیر دالوندی⚡️
❌چندین گزینه مشابه و فایلینگ واقعی و فروشنده❌",۷۰,۱۴۰۳,۲,"‏۲۹,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۱۴,۲۸۵,۰۰۰ تومان",۴,galssUs7
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-02T11:11:32.085962,https://divar.ir/v/gaGVx__R,60000002048,premium-panel,,,تهران,گیشا,فروش آپارتمان,۱۲۰مترویودارورودی ازلابی,"⚡️ویو ابدی بدون مشرف 
⚡️ورودی از لابی مجلل 
_________________________________
⚡️آپارتمان۱۲۰متر ۲ خواب 
⚡️ارتفاع سقف ۳۲۰ پنجره قدی 
⚡️تراس قابل چیدمان ویودار
⚡️اتاق خواب های استاندارد 
⚡️متریال برند روفگاردن ۴ فصل
_______________________________
✅فایل شخصی 
✅فروشنده ۱۰۰٪
✅کلید در اختیار
⭕️مشاور شما دالوندی⭕️",۱۲۰,۱۴۰۳,۲,"‏۶۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵۰۰,۰۰۰,۰۰۰ تومان",۱,gaGVx__R
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۵"", ""جهت ساختمان"": ""جنوبی"", ""بازسازی‌ شده"": ""هست""}",2026-08-15T11:30:16.49262,https://divar.ir/v/gavErAo2,32000000000,premium-panel,,,تهران,گیشا,فروش آپارتمان,*گیشا 72 متر 2 خواب فرعی زوج,"❌ قوی ترین فایلینگ‌ 2 خواب و 3 خواب در منطقه ❌

✖️فایل 100% شخصی کلید در اختیار✖️

⚜️ مشاوره خرید و فروش شما ؛ آرمین ⚜️

✅ 72 متر 2 خواب
✅ فول نوسازی شده مدرن
✅ فرعی دنج زوج
✅ جنوبی شمالی سالن پرده خور
✅ متریال برند و وارداتی
✅ نما و مشاعات عالی
✅ پنج طبقه دو واحدی 
✅ قابلیت رهن 3/5 میلیارد",۷۲,۱۳۹۵,۲,"‏۳۲,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۴۴,۴۴۴,۰۰۰ تومان",۴ از ۵,gavErAo2
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش کولر آبی"": true, ""گرمایش شوفاژ"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۳"", ""جهت ساختمان"": ""غربی"", ""سند"": ""تک‌برگ""}",2026-08-15T22:49:56.789833,https://divar.ir/v/gaXxNJt2,9500000256,premium-panel,,,تهران,جمهوری,فروش آپارتمان,فروش آپارتمان ۶۶متری بدون مشابه در ارومیه اوستا,"به نام خدا

سلام وقتتون بخیر 
۶۶متردوخواب
سه طبقه تکواحدی
ط اول سند روی همکف
انباری 
نور نقشه عالی /گذرعریض و پهن 
قابلیت رهن تا ۱میلیارد 
برای بازدید واطلاعات بیشترتماس بگیرید مشاورشما 
سعادت",۶۶,۱۳۷۷,۲,"‏۹,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۴۳,۹۳۹,۰۰۰ تومان",۱ از ۳,gaXxNJt2
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-15T22:08:06.610601,https://divar.ir/v/gaX9ZPpr,36999999488,premium-panel,,,تهران,یوسف‌آباد,فروش آپارتمان,۱۱۰ متر/تک واحد/ نوساز,"لوکیش دنج
تک واحدی
فول امکانات
پارکینگ سندی مزاحم

زیر قیمت

فروشنده واقعی

ارادتمند شما:مهاجر",۱۱۰,۱۴۰۴,۲,"‏۳۷,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۳۶,۳۶۳,۰۰۰ تومان",۱,gaX9ZPpr
"{""آسانسور ندارد"": false, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی"": true, ""سرمایش کولر آبی"": true, ""گرمایش بخاری"": true, ""تأمین‌کننده آب گرم آبگرم‌کن"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""اپن"", ""نمای ساختمان"": ""سنگ"", ""وضعیت سکونت"": ""مستاجر سکونت دارد"", ""تعداد سرویس بهداشتی"": ""۱"", ""تعداد پارکینگ"": ""۱"", ""تعداد حمام"": ""۱"", ""بازسازی‌ شده"": ""هست""}",2026-08-15T22:02:06.179081,https://divar.ir/v/gaXJdF0G,8499999744,premium-panel,,,تهران,سلسبیل شمالی,فروش آپارتمان,55متر /تک واحدی/طبقه دوم/ پارکینگ دار/رودکی بوستان,"‹‹‹‹ امـلاک بـزرگ سـام ››››

55 متــر           تک خواب مستــر

4 طبقــه           تک واحــدی

طبقــه دوم

««« امــکانات »»»

پارکینگ سندی
بالـکن
انباری

سالن مـربع با نور کافـی و مطلـوب
دستــرسی آسان به مـراکز رفــاهی

منـاسب سـرمایه گـذاری و سکــونت
به قیمـت رسیـده / مـالک فـروشنده واقعی
بدون مشابه / منـاسب سخت پسـندان

هزینه پارکینگ جداگانه(۵۰۰) محاسبه میگردد
فـایل های مشـابه مـوجود مـی باشد

کارشنـاس امـور مـلکی و‌ حقـوقی : آقـای جمشـیدی",۵۵,۱۳۸۷,۱,"‏۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۵۴,۵۴۵,۰۰۰ تومان",۲ از ۴,gaXJdF0G
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سنگ"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش کولر آبی"": true, ""گرمایش شوفاژ"": true, ""تأمین‌کننده آب گرم پکیج"": true}","{""تعداد واحد در طبقه"": ""۳"", ""تعداد کل طبقات ساختمان"": ""۵"", ""جهت ساختمان"": ""جنوبی"", ""سند"": ""تک‌برگ"", ""نوع آشپزخانه"": ""اپن""}",2026-08-15T21:50:14.562914,https://divar.ir/v/gaX9cQD0,28500000768,personal,,,تهران,منیریه,فروش آپارتمان,135 متر خ معیری خارج طرح ترافیک,"✅️۱۳۴ متر ۳ خواب
✅️طبقه اول 
✅️سال ساخت ۱۴۰۰
✅️پارکینگ سندی
✅️آسانسور 
✅️انباری قفسه بندی شده
✅️بالکن 
✅️سالن مربع با نوگیر عالی بدون یک سانت پرتی کف تمام سنگ درجه ۱ خوش نقشه و مناسب هر نوع چیدمانی سالن پرده خور
✅️آشپزخانه فول های گلس مات ترک 
✅️ اتاق خواب های بزرگ با نور گیر عالی تخت دونفره خور تمامی اتاق ها همچنین تمامی اتاق ها دارای کمد دیواری می باشد 
✅️دسترسی راحت به مترو و بی آرتی و مراکز رفاهی و خرید
✅️ساختمان آرام با مدیریت عالی و همسایگانی بسیار محترم 
✅️قابلیت رهن تا ۳ میلیارد توسط خود مالک برای ۶ ماه تا ۱ سال 
❌️مالک فروشنده صد در صد واقعی ❌️",۱۳۴,۱۴۰۰,۳,"‏۲۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۲۱۲,۶۸۶,۰۰۰ تومان",۱ از ۵,gaX9cQD0
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ"", ""بازسازی‌ شده"": ""هست""}",2026-08-15T21:48:14.456105,https://divar.ir/v/gaX5s0IA,7299999744,premium-panel,,,تهران,سلسبیل شمالی,فروش آپارتمان,۵۶ متر / تکواحدی / تاپلوکیشن / رودکی دامپزشکی,".
                      ‼️زیر قیمت منطقه‼️


۵۶ متر

دو خواب مستر

چهار طبقه تکواحدی

طبقه همکف

۲۵متر حیاط مسقف و اختصاصی

فول باز سازی شده


کارشناس امور ملکی : خانم رحیمی",۵۶,۱۳۸۰,۲,"‏۷,۳۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۰,۳۵۷,۰۰۰ تومان",همکف از ۴,gaX5s0IA
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true, ""سرمایش کولر آبی"": true, ""گرمایش شوفاژ"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۵"", ""جهت ساختمان"": ""شمالی""}",2026-07-29T20:00:57.551976,https://divar.ir/v/gaBtk4W5,17999998976,personal,,,تهران,امیریه,فروش آپارتمان,۸۲مترفروش فوری,"فرصتی خاص برای مشکل پسندان
فروش فوری ۸۲ متر دو خواب 
طبقه دوم 
فول امکانات 
دو واحدی 
دسترسی عالی به ناوگان حمل و نقل عمومی (مترو، اتوبوس داخل شهری، تاکسی)
✔️ دسترسی عالی به خیابان‌های اصلی ولیعصر، 15خرداد، میدان منیریه
تخفیف پای معامله
 با همکارهای محترم همکاری نمیشود",۸۲,۱۳۹۸,۲,"‏۱۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۱۹,۵۱۲,۰۰۰ تومان",۲ از ۵,gaBtk4W5
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-15T21:44:22.629501,https://divar.ir/v/gaX1M9vD,24999999488,premium-panel,,,تهران,منیریه,فروش آپارتمان,۱۳۰ متر // ۵ ساله \\ زیر قیمت,"درود

✅شدیدا زیر قیمت

پارکینگ انباری اسانسور
مشاعات بسیار شیک

✅کمیسیون توافقی

⚜️نامی",۱۳۰,۱۴۰۰,۳,"‏۲۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۹۲,۳۰۷,۰۰۰ تومان",۳,gaX1M9vD
"{""آسانسور ندارد"": false, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""سند"": ""تک‌برگ"", ""وضعیت سکونت"": ""تخلیه""}",2026-07-20T14:29:25.26294,https://divar.ir/v/ga18ha13,5249999872,personal,,,تهران,امیر بهادر,فروش آپارتمان,۴۴م .ک جنتی باپارکینگ وانباری وبالکن دونبش,۴۴متر با پارکینگ سندی بدون مزاحم وانباری بزرگ بابالکن طبقه سوم سندی چهارم رویتی طبقه اول ۵تا پله میخوره یکخوابه سالن پرده خور وچهار  گوش دونبش هم از کوچه نور میگیره هم ازسمت حیاط تازه نقاشی شده بسیار پر نور وخوش نقشه تخلیه  سند تک برگ بالوکیشن خوب برکوچه جنتی چند قدم تا خیابان اصلی خواهشن املاک ودپارتمان تماس نگیرند چون جوابگو نخواهم بود یاعلی,۴۴,۱۳۸۲,۱,"‏۵,۲۵۰,۰۰۰,۰۰۰ تومان","‏۱۱۹,۳۱۸,۰۰۰ تومان",۳,ga18ha13
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true, ""سرویس بهداشتی ایرانی و فرنگی"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۶"", ""سند"": ""تک‌برگ"", ""نمای ساختمان"": ""سنگ"", ""تعداد پارکینگ"": ""۲""}",2026-08-15T21:09:11.053735,https://divar.ir/v/gaXV8LjZ,47500001280,personal,,,تهران,جمال‌زاده,فروش آپارتمان,166 متر* full * تک واحد *2 پارکینگ * شمال جمالزاده,"✔️ فروشنده واقعی 

⛔ جهت دریافت اطلاعات دقیق شامل آدرس، قیمت و مشخصات فایل‌ها، لطفاً صرفاً به صورت حضوری مراجعه فرمایید ⛔

ساعات پاسخگویی و بازدید حضوری:
هر روز از ساعت ۱۱:۰۰ الی ۲۱:۰۰ یکسره 
(بدون نیاز به هماهنگی قبلی)

⚜️ آدرس دفتر مسکن هشت ؛
 خیابان آذربایجان نرسیده به جمالزاده پلاک ۱۸۳


☑️ دسترسی اختصاصی به فایل‌های شخصی متناسب با بودجه و اولویت‌های شما
☑️  ارائه بهترین گزینه‌ها از نظر قیمت، موقعیت و ارزش سرمایه‌گذاری
☑️  تنوع در متراژ، طبقه، کاربری و شرایط پرداخت
☑️ موقعیت مکانی ممتاز با دسترسی سریع به مترو و خطوط BRT

⚜️ با تجربه، تعهد و شفافیت، تا روز قرارداد همراه شماییم ⚜️

« راد »",۱۶۶,۱۴۰۴,۳,"‏۴۷,۵۰۰,۰۰۰,۰۰۰ تومان","‏۲۸۶,۱۴۴,۰۰۰ تومان",۵ از ۶,gaXV8LjZ
"{""آسانسور"": true, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true}",{},2026-08-15T21:00:30.780191,https://divar.ir/v/gaXRTJbL,10300000256,premium-panel,,,تهران,اسکندری,فروش آپارتمان,80متری آسانسور دار /انباری بالکن ۱۰/۳۰۰,"بسم الله الرحمن الرحیم 
✅۸۰متری دو خواب 
✅آسانسور 
✅انباری بالکن 
✅عکس ها مربوط به خود ملک است 
✅سالن پرده خور غرق نور 
✅اسکندری نرسیده به خیابان سپه 
کارشناس فروش خانم کیانی",۸۰,۱۴۰۵,۲,"‏۱۰,۳۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۸,۷۵۰,۰۰۰ تومان",۲,gaXRTJbL
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴""}",2026-08-15T20:53:18.670308,https://divar.ir/v/gaXRqSZV,6099999744,premium-panel,,,تهران,بلورسازی,فروش آپارتمان,۴۵ متر / فول امکانات/  ۱۰ ساله/ خ عباسی,"هوالرزاق

۴۵ متر ۱ خواب
۴ طبقه ۲واحدی،  ط ۳

سال ساخت ۱۳۹۵
پارکینگ 
آسانسور 
بالکن

واحد بسیار خوش نقشه و شیک 
قابلیت رهن تا  ۵۰۰ میلیون
دسترسی آسان به مترو بی آرتی و مراکز خرید 
فایلینگ قوی و معرفی فایلهای مشابه",۴۵,۱۳۹۵,۱,"‏۶,۱۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۵,۵۵۵,۰۰۰ تومان",۳ از ۴,gaXRqSZV
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-15T20:52:42.866912,https://divar.ir/v/gaXFcwWB,44999999488,premium-panel,,,تهران,گیشا,فروش آپارتمان,گیشا ۹۳ متر/ کلید نخورده,"✅ بسیار خوش نقشه بدون پرتی
✅ سالن وسیع با پنجره های قدی
✅ ۲ خواب استاندارد + کمد دیواری
✅ مشاعات شیک و جذاب
✅ قابلیت دادن رهن تا ۵ میلیارد

⭐ از اولین بازدید تا آخرین امضا کنارتان هستیم ⭐",۹۳,۱۴۰۵,۲,"‏۴۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۸۳,۸۷۰,۰۰۰ تومان",۴,gaXFcwWB
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true}",{},2026-08-15T20:50:21.021034,https://divar.ir/v/gaXh5HKC,8999999488,premium-panel,,,تهران,عباسی,فروش آپارتمان,75متر2خوابه پارکینگ اسانسورانباری بالکن منطقه11,"بنام خداوند روزی رسان  

تاپ لوکیشن منطقه چسب مترو

اول قیمت منطقه رو بگیرید بعد بازدید و خرید کنید 

شرایط پرداخت:
9میلیاردنقد+1میلیارد در رهن=مبلغ کل ملک10میلیارد

75متر2خوابه بزرگ و شیک 
پارکینگ بزرگ سندی/بالکن 
اسانسور 6نفره کابین sigma
انباری جادار/نورگیربسیارعالی

خوش نقشه بدون1س پرتی 
نورگیر بسیار عالی از هر طرف 
گذرکوچه 8متری/کابینت mdf 

هودوگازرومیزی برند/کمددیواری
سالن پرده خور / سالن مربع
سرویس جدا مجزا/کف سرامیک 

بازدید=خرید //////تخفیف پای معامله 

کمترین فاصله تامترو بی آرتی 
مناسب برای سرمایه و سکونت

املاک به هیچ وجه تماس نگیرد☎️",۷۵,۱۴۰۱,۲,"‏۹,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۰,۰۰۰,۰۰۰ تومان",۵,gaXh5HKC
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true, ""جنس کف سرامیک"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴"", ""سند"": ""تک‌برگ"", ""وضعیت سکونت"": ""تخلیه"", ""بازسازی‌ شده"": ""هست""}",2026-08-15T20:48:26.648612,https://divar.ir/v/gaXNK0g6,4899999744,premium-panel,,,تهران,خرمشهر,فروش آپارتمان,۴۶ متر یک خواب/فول بازسازی (زیر قیمت),"❇️ به امید روزی که همه خانه دار شوند ✳️

‼️موقعیت استثنایی و پیدا نشدنی‼️

✅️ واحد 46 متری 

✅️اماده تخلیه

✅️خواب بزرگ

✅️فول بازسازی 

✅️سالن پرده خور 

✅️ آشپزخانه دلباز 

✅️پذیرایی شیک

✅️ نور گیر عالی 

✅️انباری 

✅️تراس

⭕️سند آماده انتقال =تک برگ⭕️

جهت دریافت اطلاعات بیشتر و بازدید تماس بگیرید ؛
✨️مشاور شما:خانم گوهریان✨️


               ⚜️ املاک بزرگ فرتاک⚜️",۴۶,۱۳۸۳,۱,"‏۴,۹۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۶,۵۲۱,۰۰۰ تومان",۲ از ۴,gaXNK0g6
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری ندارد"": false}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴""}",2026-08-15T20:48:26.546353,https://divar.ir/v/gaXFbaP2,9550000128,premium-panel,,,تهران,بریانک,فروش آپارتمان,۵۳ متر/تک خواب /پارکینگدار,"۵۳متر✅
تک خواب✅

طبقه۴✅

کلا ۴طبقه /دوواحدی✅

امکانات.اسانسور.پارکینگ✅

سال ساخت ۹۴✅

۵۰۰ پارکینگ✅",۵۳,۱۳۹۴,۱,"‏۹,۵۵۰,۰۰۰,۰۰۰ تومان","‏۱۸۰,۱۸۸,۰۰۰ تومان",۴ از ۴,gaXFbaP2
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-15T20:39:42.620499,https://divar.ir/v/gaX5byIp,12800000000,premium-panel,,,تهران,سلسبیل جنوبی,فروش آپارتمان,۷۵ متر / ۲ خواب / خوش / امام خمینی / منطقه ده ۱۰,"لوکیشین دنج و محلی منطقه
دسترسی آسان به وسایل نقلیه‌ی منطقه
نزدیک به مترو 
طبقه ۳ غرق نور کل ساختمان 
۷ ساله واقعی
سالن پرده خور
خوش سلیقه‌ها با اولین بازدید درخواست قرارداد می‌کنند


درکنارما خریدی امن راتجربه کنید 
املاک مورد اعتماد مشتری‌ها املاک آسا
مشاورشما ماهان",۷۵,۱۳۹۶,۲,"‏۱۲,۸۰۰,۰۰۰,۰۰۰ تومان","‏۱۷۰,۶۶۶,۰۰۰ تومان",۳,gaX5byIp
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}","{""جهت ساختمان"": ""شمالی""}",2026-08-15T20:39:38.049548,https://divar.ir/v/gaX5bwIP,44000002048,premium-panel,,,تهران,گیشا,فروش آپارتمان,آپارتمان  ۱۰۰ متر ۲ خوابه (تاپ لوکیشن),"فایلینگ واحدهای فروش در گیشا

مشاور : فخرایی مهر 

فایل ۱۰۰ درصد شخصی
سالن بزرگ و پرده خور 
ساختمان شمالی 
۲ خواب بزرگ با کمد دیواری 
نما و مشاعات مهندسی 
پارکینگ همکف 
بازدید با هماهنگی 

املاک ۲۶
نبش خیابان ششم",۱۰۰,۱۳۹۶,۲,"‏۴۴,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۴۰,۰۰۰,۰۰۰ تومان",۲,gaX5bwIP
"{""آسانسور ندارد"": false, ""پارکینگ ندارد"": false, ""انباری"": true, ""بالکن دارد"": true}","{""تعداد واحد در طبقه"": ""۱"", ""تعداد کل طبقات ساختمان"": ""۳"", ""بازسازی‌ شده"": ""هست""}",2026-07-28T17:43:02.095327,https://divar.ir/v/ga_oNVCC,5500000256,premium-panel,,,تهران,بریانک,فروش آپارتمان,۴۴مترتک واحدی ط اول محبوب مجازغربی,"۴۴ متر
۱ خواب

طبقه اول

ساختمان ۳ طبقه تک واحدی

موقعیت عالی 
امکانات

بالکن
انباری کاذب

کابینت های کلاس
گاز رومیزی و هود مخفی 

سرویس بهداشتی مجزا

.واحد بازسازی شده
بازدید آزاد با هماهنگی

دسترسی به مترو ۴ دقیقه
دسترسی به بی آر تی ۴ دقیقه

مالک فروشنده 
فروش    فوری فوری فوری

قابلیت دریافت ۱/۲۸۰ م وام
آدرس دفتر محبوب مجاز غربی نبش کوچه ارجمند پلاک ۳۲۲ املاک طاها. 

ارادتمند شما بختیاری.",۴۴,۱۳۸۲,۱,"‏۵,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۵,۰۰۰,۰۰۰ تومان",۱ از ۳,ga_oNVCC
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}",{},2026-08-15T20:31:14.201071,https://divar.ir/v/gaXxbo5A,32800000000,premium-panel,,,تهران,گیشا,فروش آپارتمان,*۷۰ متر دو خواب/فرعی زوج گیشا*,"به نام خدا

✅قویترین فایلینگ دو خواب و سه خواب در منطقه✅

✔️۷۰ متر دو خواب فول امکانات
✔️واقع در بهترین فرعی زوج گیشا
✔️فوق العاده خوش نقشه و زیبا
✔️فول دیزاین شده با بهترین متریال
✔️کابینت نئوکلاسیک صفحه سنگ کورین
✔️سالن پرده خور رو به کوچه
✔️بهترین طبقه ساختمان با مشاعات بسیار تمیز

⁉️به قیمت رسیده فروشنده واقعی (فایل ۱۰۰٪ شخصی)⁉️

برای بازدید و کسب اطلاعات بیشتر تماس حاصل فرمایید.
مشاور شما:شرافتی☎️
املاک آشیان",۷۰,۱۳۹۴,۲,"‏۳۲,۸۰۰,۰۰۰,۰۰۰ تومان","‏۴۶۸,۵۷۱,۰۰۰ تومان",۴,gaXxbo5A
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}","{""تعداد واحد در طبقه"": ""۲"", ""تعداد کل طبقات ساختمان"": ""۴""}",2026-08-15T20:27:30.476887,https://divar.ir/v/gaXtbSf7,15600000000,personal,,,تهران,امیریه,فروش آپارتمان,۶۵متری/فول امکانات/کلیدنخورده,"۲واحدی
کلیدنخورده_نوساز
واقع در یکی از بهترین کوچه های خیابان فرهنگ

املاکی های محترم لطفا تماس نگیرند",۶۵,۱۴۰۵,۲,"‏۱۵,۶۰۰,۰۰۰,۰۰۰ تومان","‏۲۴۰,۰۰۰,۰۰۰ تومان",۱ از ۴,gaXtbSf7
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true}","{""قابل معاوضه"": ""دارد""}",2026-08-15T20:27:26.095478,https://divar.ir/v/gaXtb60G,49999998976,premium-panel,,,تهران,گیشا,فروش آپارتمان,* گیشا ۱۱۵ متری نوساز فرعی زوج *,"۱۱۵ متر ۳ خواب 

واقع در یکی از بهترین کوچه های زوج گیشا

پلان تفکیکی با قابلیت چیدمان مختلف

۳ خواب بزرگ + کمد دیواری های عمیق

نما و مشاعات لوکس / ورودی از لابی مجلل

❌ قابل معاوضه با آپارتمان کوچکتر در محدوده گیشا

برای هماهنگی بازدید و اطلاع از موارد مشابه تماس حاصل فرمایید .
عرفان جعفری ▪️▪️▪️ املاک آشیان",۱۱۵,۱۴۰۱,۳,"‏۵۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۳۴,۷۸۲,۰۰۰ تومان",۳,gaXtb60G
"{""آسانسور"": true, ""پارکینگ"": true, ""انباری"": true, ""بالکن دارد"": true}",{},2026-08-15T20:05:07.596088,https://divar.ir/v/gaWVVYa4,118000001024,premium-panel,,,تهران,گیشا,فروش آپارتمان,* خاص ترین ملک گیشا *,"قطعا کسی که مشخصات این ملکو               میخواد آدم خاصیه
  پس زنگ بزن ",۱۸۵,۱۴۰۴,۳,"‏۱۱۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۶۳۷,۸۳۷,۰۰۰ تومان",۳,gaWVVYa4
